product_id,product_name,product_unit,product_price,supplier_id,category_id,supplier_name,supplier_contact,supplier_address,supplier_city,supplier_postal_code,supplier_country,supplier_phone,category_name,category_description,od_id,order_id,product_quantity,customer_id,employee_id,order_date,shipper_id,customer_name,customer_contact,customer_address,customer_city,customer_postal_code,customer_country,employee_last_name,employee_first_name,employee_birthdate,employee_photo,employee_notes,shipper_name,shipper_phone
39,"Chartreuse verte","750 cc per bottle",18,18,1,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",Beverages,"Soft drinks, coffees, teas, beers, and ales",28,10257,6,35,4,1996-07-16,3,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Federal Shipping","(503) 555-9931"
27,"Schoggi Schokolade","100 - 100 g pieces",43.9,11,3,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Confections,"Desserts, candies, and sweet breads",27,10257,25,35,4,1996-07-16,3,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Federal Shipping","(503) 555-9931"
17,"Alice Mutton","20 - 1 kg tins",39,7,6,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Meat/Poultry,"Prepared meats",445,10415,2,36,3,1997-01-15,1,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
62,"Tarte au sucre","48 pies",49.3,29,3,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Confections,"Desserts, candies, and sweet breads",391,10394,10,36,1,1996-12-25,3,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
54,Tourtiere,"16 pies",7.45,25,6,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",Meat/Poultry,"Prepared meats",340,10375,10,36,3,1996-12-06,2,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","United Package","(503) 555-3199"
13,Konbu,"2 kg box",6,6,8,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Seafood,"Seaweed and fish",390,10394,10,36,1,1996-12-25,3,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
14,Tofu,"40 - 100 g pkgs.",23.25,6,7,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Produce,"Dried fruit and bean curd",339,10375,15,36,3,1996-12-06,2,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","United Package","(503) 555-3199"
71,Flotemysost,"10 - 500 g pkgs.",21.5,15,4,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,"Dairy Products",Cheeses,336,10373,50,37,4,1996-12-05,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Federal Shipping","(503) 555-9931"
70,"Outback Lager","24 - 355 ml bottles",15,7,1,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Beverages,"Soft drinks, coffees, teas, beers, and ales",351,10380,30,37,8,1996-12-12,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","Federal Shipping","(503) 555-9931"
60,"Camembert Pierrot","15 - 300 g rounds",34,28,4,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,"Dairy Products",Cheeses,350,10380,6,37,8,1996-12-12,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","Federal Shipping","(503) 555-9931"
58,"Escargots de Bourgogne","24 pieces",13.25,27,8,"Escargots Nouveaux","Marie Delamare","22, rue H. Voiron",Montceau,71300,France,85.57.00.07,Seafood,"Seaweed and fish",335,10373,80,37,4,1996-12-05,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Federal Shipping","(503) 555-9931"
53,"Perth Pasties","48 pieces",32.8,24,6,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Meat/Poultry,"Prepared meats",349,10380,20,37,8,1996-12-12,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","Federal Shipping","(503) 555-9931"
51,"Manjimup Dried Apples","50 - 300 g pkgs.",53,24,7,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Produce,"Dried fruit and bean curd",235,10335,48,37,7,1996-10-22,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.","United Package","(503) 555-3199"
30,"Nord-Ost Matjeshering","10 - 200 g glasses",25.89,13,8,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713",Seafood,"Seaweed and fish",348,10380,18,37,8,1996-12-12,3,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","Federal Shipping","(503) 555-9931"
32,"Mascarpone Fabioli","24 - 200 g pkgs.",32,14,4,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323","Dairy Products",Cheeses,234,10335,6,37,7,1996-10-22,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.","United Package","(503) 555-3199"
31,"Gorgonzola Telino","12 - 100 g pkgs",12.5,14,4,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323","Dairy Products",Cheeses,233,10335,25,37,7,1996-10-22,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.","United Package","(503) 555-3199"
2,Chang,"24 - 12 oz bottles",19,1,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Beverages,"Soft drinks, coffees, teas, beers, and ales",232,10335,7,37,7,1996-10-22,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.","United Package","(503) 555-3199"
71,Flotemysost,"10 - 500 g pkgs.",21.5,15,4,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,"Dairy Products",Cheeses,168,10309,3,37,3,1996-09-19,1,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
62,"Tarte au sucre","48 pies",49.3,29,3,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Confections,"Desserts, candies, and sweet breads",138,10298,15,37,6,1996-09-05,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
59,"Raclette Courdavault","5 kg pkg.",55,28,4,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,"Dairy Products",Cheeses,137,10298,30,37,6,1996-09-05,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
43,"Ipoh Coffee","16 - 500 g tins",46,20,1,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Beverages,"Soft drinks, coffees, teas, beers, and ales",167,10309,20,37,3,1996-09-19,1,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
42,"Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.",14,20,5,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Grains/Cereals,"Breads, crackers, pasta, and cereal",166,10309,2,37,3,1996-09-19,1,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
36,"Inlagd Sill","24 - 250 g jars",19,17,8,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Seafood,"Seaweed and fish",136,10298,40,37,6,1996-09-05,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
6,"Grandmas Boysenberry Spread","12 - 8 oz jars",25,3,2,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",165,10309,30,37,3,1996-09-19,1,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
4,"Chef Antons Cajun Seasoning","48 - 6 oz jars",22,2,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",164,10309,20,37,3,1996-09-19,1,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","Speedy Express","(503) 555-9831"
2,Chang,"24 - 12 oz bottles",19,1,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Beverages,"Soft drinks, coffees, teas, beers, and ales",135,10298,40,37,6,1996-09-05,2,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
76,Lakkalikoori,"500 ml",18,23,1,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Beverages,"Soft drinks, coffees, teas, beers, and ales",187,10318,6,38,8,1996-10-01,2,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","United Package","(503) 555-3199"
70,"Outback Lager","24 - 355 ml bottles",15,7,1,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Beverages,"Soft drinks, coffees, teas, beers, and ales",182,10315,30,38,4,1996-09-26,2,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","United Package","(503) 555-3199"
41,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,19,8,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Seafood,"Seaweed and fish",186,10318,20,38,8,1996-10-01,2,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.","United Package","(503) 555-3199"
35,"Steeleye Stout","24 - 12 oz bottles",18,16,1,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",192,10321,10,38,3,1996-10-03,2,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","United Package","(503) 555-3199"
34,"Sasquatch Ale","24 - 12 oz bottles",14,16,1,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",181,10315,14,38,4,1996-09-26,2,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","United Package","(503) 555-3199"
72,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,14,4,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323","Dairy Products",Cheeses,206,10325,40,39,1,1996-10-09,3,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
39,"Chartreuse verte","750 cc per bottle",18,18,1,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",Beverages,"Soft drinks, coffees, teas, beers, and ales",196,10323,4,39,4,1996-10-07,1,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Speedy Express","(503) 555-9831"
31,"Gorgonzola Telino","12 - 100 g pkgs",12.5,14,4,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323","Dairy Products",Cheeses,205,10325,4,39,1,1996-10-09,3,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
25,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,11,3,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Confections,"Desserts, candies, and sweet breads",195,10323,4,39,4,1996-10-07,1,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Speedy Express","(503) 555-9831"
14,Tofu,"40 - 100 g pkgs.",23.25,6,7,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Produce,"Dried fruit and bean curd",204,10325,9,39,1,1996-10-09,3,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
13,Konbu,"2 kg box",6,6,8,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Seafood,"Seaweed and fish",203,10325,12,39,1,1996-10-09,3,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
15,"Genen Shouyu","24 - 250 ml bottles",15.5,6,2,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",194,10323,5,39,4,1996-10-07,1,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Speedy Express","(503) 555-9831"
6,"Grandmas Boysenberry Spread","12 - 8 oz jars",25,3,2,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",202,10325,6,39,1,1996-10-09,3,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Federal Shipping","(503) 555-9931"
1,Chais,"10 boxes x 20 bags",18,1,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Beverages,"Soft drinks, coffees, teas, beers, and ales",440,10413,24,41,3,1997-01-14,2,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.","United Package","(503) 555-3199"
69,Gudbrandsdalsost,"10 kg pkg.",36,15,4,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,"Dairy Products",Cheeses,274,10350,18,41,6,1996-11-11,2,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
50,"Valkoinen suklaa","12 - 100 g bars",16.25,23,3,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Confections,"Desserts, candies, and sweet breads",273,10350,15,41,6,1996-11-11,2,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.","United Package","(503) 555-3199"
36,"Inlagd Sill","24 - 250 g jars",19,17,8,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Seafood,"Seaweed and fish",330,10371,6,41,1,1996-12-03,1,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.","Speedy Express","(503) 555-9831"
36,"Inlagd Sill","24 - 250 g jars",19,17,8,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Seafood,"Seaweed and fish",295,10358,20,41,5,1996-11-20,1,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.","Speedy Express","(503) 555-9831"
34,"Sasquatch Ale","24 - 12 oz bottles",14,16,1,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",294,10358,10,41,5,1996-11-20,1,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.","Speedy Express","(503) 555-9831"
24,"Guarana Fantastica","12 - 355 ml cans",4.5,10,1,"Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","Sao Paulo",5442,Brazil,"(11) 555 4640",Beverages,"Soft drinks, coffees, teas, beers, and ales",293,10358,10,41,5,1996-11-20,1,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.","Speedy Express","(503) 555-9831"
76,Lakkalikoori,"500 ml",18,23,1,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Beverages,"Soft drinks, coffees, teas, beers, and ales",258,10343,15,44,4,1996-10-31,1,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Speedy Express","(503) 555-9831"
68,"Scottish Longbreads","10 boxes x 8 pieces",12.5,8,3,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Confections,"Desserts, candies, and sweet breads",257,10343,4,44,4,1996-10-31,1,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.","Speedy Express","(503) 555-9831"
